"","average","sd","ratio","ava","avb","cumsum","p","padj"
"535cef94d1b4789938481fb2b61b9142",8;01593372016626e-05,6;46558696948391e-05,1;23978437812369,0;000144879338440279,0;000134432150467266,0;801903618562516,0;605,1
"fc4c75d9250746ff89189b69332d4d54",8;0124757614274e-05,0;00014405500098084,0;556209482966377,0;000128373694508724,4;86318988673659e-05,0;802034294094954,0;164,0;890725501113586
"6fd524f80fb3473b954364885dfa5ed8",8;00685509202764e-05,0;000236595633837678,0;338419393551486,0;000129283913706004,3;75111174874119e-05,0;802164877959849,0;269,0;890725501113586
"dc94dd3c2b3b33e32fe7519c5929a8c6",8;00607367797498e-05,0;000202474995694666,0;395410487626245,3;40056726704978e-05,0;000137244146561786,0;802295449080656,0;678,1
"ae38a577008fc3ac3eeb8371770cd1b0",7;98274685895608e-05,6;22760891821512e-05,1;28183175337285,0;000184903468797245,0;000144822201635586,0;802425639764182,0;255,0;890725501113586
"e7f1cede49a1a939f0e5cc903af98a1b",7;97877319118269e-05,8;75953879118403e-05,0;910866814039669,0;000159816036384338,6;5961245452262e-05,0;802555765641127,0;028,0;635557251908397
"3f4653e6c563389222565679a3a0b4cd",7;97485062399077e-05,8;46458145108315e-05,0;942143527128596,0;000105768845561852,0;00011744639526287,0;802685827544892,0;999,1
"5d623871e5a0cfbb8bba21962d74305f",7;96837179298327e-05,0;000102090108721214,0;780523391814885,9;43061405743654e-05,0;000106157867951823,0;80281578378535,0;863,1
"23b53e82833d9d15859583249d26b0fa",7;96294606386078e-05,0;000120576882118004,0;660404044621736,0;000144396299383874,3;14900459764648e-05,0;802945651537547,0;014,0;533705128205128
"7fd6c5e88e7921e83d44d16925cf4e82",7;94846906845182e-05,0;000171184408040816,0;464322023215843,6;00120272576507e-05,0;000115317890189681,0;803075283184308,0;829,1
"ba8de974b4903535007d687d5d725064",7;94594529085935e-05,0;000113251653310801,0;701618480487255,7;324824030975e-05,0;000115697360924436,0;80320487367076,0;422,0;94732601299103
"ed815f81b741d631b7fd732cfc5339ba",7;94258404029742e-05,6;69430644802062e-05,1;18646854636389,0;000142547719331089,0;000124031278119893,0;803334409338549,0;765,1
"b4ef3d6a35db07fe6efb9ca0938c2a0b",7;94074851550732e-05,9;48219013855961e-05,0;837438228876684,0;000129038808938843,7;70711553654513e-05,0;803463915070749,0;256,0;890725501113586
"73fe9c35b4f230c630d696631243e91f",7;92184309534284e-05,8;79714622564462e-05,0;900501468561455,0;00010197881968135,0;000111331077054823,0;803593112474298,0;861,1
"4b2578ffadde5ee9eb2bc2e9829891a8",7;92042595554084e-05,0;000133094901414631,0;595096120990113,0;000191663250548353,0;000119030482507994,0;803722286765702,0;227,0;890725501113586
"a9e89dd881e7551993f64cabdb9674aa",7;92040877699682e-05,8;29681499968642e-05,0;954632443569752,0;000165214177607443,8;25435183960822e-05,0;803851460776941,0;04,0;734418674698795
"aa50d49509b351200ae5d2ce8b5e13a9",7;91728882261718e-05,6;81452467752507e-05,1;16182554136595,0;00017573989453527,0;000102266437999197,0;803980583904819,0;041,0;734418674698795
"7b17029070189baa1db86234d3a6ae4e",7;90848560482375e-05,0;000135664072546524,0;582946203543438,0;000127060706023012,5;47876065640941e-05,0;804109563460946,0;121,0;845578143360752
"369755a26be1bb28ea1354fa988edd64",7;89812641872323e-05,0;000104938246648942,0;75264516712819,0;000110847719284004,8;46053937936481e-05,0;804238374069023,0;577,0;98462525107604
"d3c1ab27f9e4f0356ac971eddbaa1b45",7;89560105905697e-05,0;000116368417628015,0;678500337118628,9;25146626136329e-05,9;55592523624297e-05,0;804367143490988,0;867,1
"ac5a5c88bfd116843df7122b4e229bb3",7;89428688931759e-05,0;000148682557147212,0;530949093208116,8;57270800661344e-05,9;08686289127475e-05,0;804495891480149,0;919,1
"4f60174eb05b8d01fc09034d9bb18918",7;89279827120011e-05,9;36673117893644e-05,0;842641698626854,8;50121933274919e-05,0;000120624110224904,0;804624615191424,0;668,1
"00dfb76300edb9f88ba7e2572813f3ed",7;89100349645628e-05,9;26801738055025e-05,0;851423036065539,0;000117363969179233,8;93433724992028e-05,0;804753309631704,0;463,0;94732601299103
"145a4ab0d077bdb85e17c66cd72288f5",7;88920780136573e-05,7;39116236332774e-05,1;06738391251004,0;000111071358098291,0;000127644378409173,0;804881974785977,0;964,1
"1c125d2ba6677951b0684360741f21bc",7;88913810589744e-05,8;33183347384787e-05,0;946866992800568,8;25978214673815e-05,0;000132134854942011,0;805010638803587,0;382,0;94732601299103
"c04bfdb18372a3ceff1af8751d892617",7;85836017459788e-05,9;36539970439565e-05,0;839084334105842,8;87880069513749e-05,0;000115322061129225,0;805138800863664,0;616,1
"a9e29dca0a31a46e4aeeec32e2fd8fdb",7;853293345353e-05,0;000113441225085317,0;692278608543473,0;000102992771099436,9;05969749384106e-05,0;805266880288782,0;909,1
"b977fe6e401b6fc6012c57052139f2c1",7;84892952231918e-05,0;000113644663869733,0;690655351078882,0;000132669393199433,4;6765465040427e-05,0;805394888544275,0;059,0;77114945054945
"cde1288bcbc3c9601eaf2bbc20a28dea",7;84156679947701e-05,8;58944100734265e-05,0;912930980348275,0;00013253533047967,7;35852229970979e-05,0;805522776721061,0;143,0;865128179043744
"59c9c75a99f9d1e2b1f93a382c939396",7;83818059125777e-05,6;7635535216796e-05,1;15888498052593,0;000141201105471259,0;000174316985003634,0;805650609672149,0;445,0;94732601299103
"ef94e3f02c1500ce81d5359733b2b762",7;8277867801773e-05,0;000192412957192496,0;406822227275794,6;55730025814996e-05,0;000107672031678748,0;805778273110488,0;783,1
"65f68fecacca3e56bbfc1641905acc04",7;819591001422e-05,0;000107807937531349,0;725326091981692,0;000124804566347101,6;25972030548529e-05,0;805905802883805,0;134,0;854124330117899
"00636261b2c2829ba5630c127adc4251",7;81323731415887e-05,7;25470066766474e-05,1;07698961984519,0;00012484181631858,0;000109888738732789,0;806033229034784,0;455,0;94732601299103
"2ce4d566eae8d5eed7df4e8c7e59db47",7;81318424220438e-05,7;82378059624111e-05,0;998645622291375,8;65258847327065e-05,0;000157381661515272,0;806160654320212,0;192,0;890725501113586
"081ff84e6786589adde9152b88961e4a",7;78987748870109e-05,7;9488388175201e-05,0;980001943369559,9;35707940512753e-05,0;000126414017933595,0;806287699495607,0;361,0;94732601299103
"a1f69b3dfca3d1515c5698364ed582e5",7;78968000432211e-05,0;000197086973337603,0;395240734200055,4;18309220068978e-05,0;000124417322462052,0;806414741450229,0;838,1
"319e6afa12cc43386ae6d4a1dfac4a48",7;78827588564773e-05,6;71708974676974e-05,1;15947176221564,0;000129455028155572,0;000129806828078321,0;806541760505067,0;722,1
"bdbc7f4ad88e168674f4eff474522476",7;76526765733411e-05,8;1196811141714e-05,0;95635130840068,0;000112036195828635,0;000106029960622256,0;806668404318522,0;852,1
"4e213617eb0e64edf83c3027badb8182",7;75391775633593e-05,0;000141997465083962,0;546060294227866,0;000116041960527109,7;37077487598768e-05,0;80679486302635,0;633,1
"1e0d2fc968ccdbb1899f346194c4ca8d",7;74847895550375e-05,6;39536670460489e-05,1;2115769608527,0;000114182341373677,0;000155303441238198,0;80692123303273,0;508,0;94732601299103
"3b231c70dbb801d54fa0cde9beed36ca",7;74419667556092e-05,0;000146658460464762,0;528042954427553,9;39867414474351e-05,8;16109669474395e-05,0;807047533199372,0;802,1
"dafb8c614e97f6b6e251dc42d87019d1",7;74251760636454e-05,0;000185414863378369,0;417578044461554,0;000110358438219738,5;51736611577817e-05,0;807173805982061,0;435,0;94732601299103
"86c5368acb877751d84251166826f53c",7;73623630981391e-05,8;07564222038859e-05,0;957971650883965,0;000145598524697173,0;000102724678311993,0;807299976323033,0;356,0;94732601299103
"832ffd3bf2aa5dbc7b562dff8edfd104",7;72857036096345e-05,8;2198428356689e-05,0;940233349404975,3;98382690416429e-05,0;000148464636570628,0;807426021639983,0;007,0;396466666666667
"3a99e9ad2c15f646be99d6e703f9f8a0",7;7229479010599e-05,0;000108527193909162,0;711614077806532,0;000135687786730617,5;10824685444627e-05,0;807551975260189,0;059,0;77114945054945
"329d6c598976ebc2b3a626bf343a4eca",7;71034508476711e-05,6;0512092980237e-05,1;27418251543295,0;000173368264811102,0;000112580925860333,0;807677723340961,0;063,0;78876
"ef21be3d124e6bc64a8c4ebe2d357ee5",7;70357105790719e-05,6;56666812386029e-05,1;1731323880852,0;000128174489740009,0;000127968034395037,0;807803360944074,0;56,0;974377044392523
"3beff21c8fb9dd6a298cb87a2a76c41b",7;70216635670439e-05,0;000103574694892921,0;743633989428324,9;23677560821687e-05,0;000105963084994673,0;807928975637904,0;894,1
"813fd776af6730fcceef91bb9b641e9a",7;69798261610574e-05,0;000175420993430577,0;438829040103014,0;000132948712866026,3;19942581939366e-05,0;808054522099074,0;137,0;854920251836306
"e0a2979da4b496ee28020148c1b17c93",7;69561928084239e-05,9;29793565522577e-05,0;827669664127776,0;000104426634523828,9;53844481226149e-05,0;80818003001659,0;939,1
"f7846951ac9c4acd9237c2a4b9d3e1bb",7;69435088981446e-05,0;000217691673875388,0;35345177667286,2;60136747561184e-05,0;000133500143004029,0;808305517247906,0;454,0;94732601299103
"3c3e7b1630fda62d130ffeb5170e053f",7;68355161312337e-05,9;7566827658617e-05,0;787516802330383,7;11761876197126e-05,0;000120965698708834,0;808430828353731,0;487,0;94732601299103
"6a4d4ae5b92c16f5780a323cea6abbaa",7;68315892951019e-05,9;00549965991459e-05,0;853162980362942,0;000133611966667557,6;35839409818226e-05,0;808556133055276,0;116,0;843495828367104
"a546778cd5863309f5f43f199d3f9336",7;68219732604855e-05,0;000127012727610402,0;604836812072319,0;00010956112922378,6;64946068751924e-05,0;808681422074022,0;364,0;94732601299103
"7c52f4cefb011ec309572d237426dd46",7;68045157876932e-05,0;000171580192719699,0;447630431987942,0;000113208908006568,5;34580064187753e-05,0;808806682621361,0;37,0;94732601299103
"aed65798f59ea3e8b3c23a4aafdb398a",7;67793174724913e-05,6;77183770703192e-05,1;13380327164018,0;000115896385044677,0;000129497996559433,0;808931902072748,0;95,1
"e727ce13a229c2728ddb449f1137cf69",7;6745075104187e-05,0;00011864243045098,0;646860274291968,6;89005940243864e-05,0;000108570303442178,0;809057065678228,0;218,0;890725501113586
"9fc93db64a0f32365d458c937bd5fa02",7;67167206102088e-05,0;000134815166081759,0;569051115240876,8;37072875710089e-05,0;000114574409799821,0;809182183040341,0;802,1
"f7e842e07e5957287feba3df99d18ac8",7;66798537121649e-05,5;75895702362522e-05,1;33148855595897,0;000167615117456901,0;00017646294518652,0;8093072402762,0;532,0;959309884778654
"6aba2750634636ac4900d476a52f11d9",7;65123394959968e-05,8;69385698485818e-05,0;880073592529254,0;000134286005891206,6;27010701853221e-05,0;809432024312987,0;089,0;843495828367104
"06076f56f2c84efff8fb1d12868a92ae",7;6448306710714e-05,7;5863817542205e-05,1;00770445236537,0;000122628849695938,9;66876225360866e-05,0;809556703918653,0;567,0;977943445475638
"5b4af50264b3ab3b585f77b1fee3efd7",7;64208061969728e-05,9;2900637492947e-05,0;822607984824373,0;000118620996056452,7;32991769969537e-05,0;809681338673708,0;221,0;890725501113586
"46e9e5177a35c9bf3375c31cf977bd89",7;64018202818953e-05,8;43702140607115e-05,0;905554420271089,0;000110268553500089,9;54128673754205e-05,0;809805942464619,0;82,1
"b901b1b4316aa0ab8520dc7f8774acab",7;61996408796885e-05,0;000136569666285366,0;557954360966712,8;44521405477395e-05,8;89409743800752e-05,0;809930216520979,0;815,1
"b53d982dd67266579736cfc046cae6f8",7;6191689272223e-05,5;86821954932068e-05,1;2983783008092,0;000164039315379454,0;000166239574224078,0;810054477609055,0;785,1
"c23e7c1e72704e21c5affcc352dc4a55",7;61879934710006e-05,6;85483637866193e-05,1;11144875329428,0;000135511794445364,0;000162702320151328,0;810178732669646,0;393,0;94732601299103
"5bcedee080de6705d301432828baa9c6",7;61100653692732e-05,0;000109234897932636,0;696755952627971,3;16041045410638e-05,0;000138394431910248,0;810302860637233,0;016,0;546850574712644
"cd686aa4bd7e1b0beddd1ad2d8d9409f",7;61084679112665e-05,8;26707424139217e-05,0;920621560771781,0;000113020265142586,9;50879236501582e-05,0;810426985999524,0;828,1
"d68415bc11e6bb81a7fd018776f32271",7;61054473442551e-05,6;2052684848787e-05,1;22646501967985,0;00010102986991573,0;000159727664038576,0;810551106435569,0;205,0;890725501113586
"ca6e171bc5d73043481132abccab8663",7;60448053064263e-05,6;66809124645957e-05,1;14042838491153,0;000160530686697154,8;75831891037053e-05,0;810675127970466,0;051,0;750592233009709
"8dd044c3bee77a170a7984008cebb5a5",7;60402577578436e-05,9;64785167483419e-05,0;78815740872333,8;48886960857691e-05,0;000106619632071471,0;810799142088762,0;89,1
"aef85bc11bc2f94aa008348bc138c566",7;60344214330703e-05,0;000121191020813339,0;627393192356883,0;000150777595141229,8;57599233449513e-05,0;810923146688592,0;267,0;890725501113586
"edb51ffda96c91071d56bfc98809695b",7;59996642128507e-05,9;38252788978143e-05,0;810012665090209,6;23229375364221e-05,0;000141473934366516,0;811047094602842,0;184,0;890725501113586
"8dd5b097858030fe2c262b7c136d1ebb",7;59816489030261e-05,0;000139794043610114,0;543525653460167,0;000117921021751513,4;99462443661225e-05,0;81117101313591,0;237,0;890725501113586
"d200b8e7f9730a4397902cabf73582c8",7;59402252516643e-05,7;770441743255e-05,0;977296114697506,0;000113659890612105,0;000102611142329928,0;81129486411111,0;697,1
"5d5ce7a3409ffba705c46ca21f8db5db",7;57400174460229e-05,8;6072760342618e-05,0;879953392275733,7;79016162311664e-05,0;000123771424378484,0;811418388567237,0;487,0;94732601299103
"ffe863165e9817701a14e84ebe8993fe",7;56719756612442e-05,6;86323267382653e-05,1;10257045415093,9;23759952565474e-05,0;000139344851378009,0;811541802053962,0;335,0;94732601299103
"66dc7eaaafd57a2708cfe57522852a20",7;55988309615138e-05,7;82246198305078e-05,0;966432705269985,0;000117277910557007,0;000104065986711548,0;811665096248937,0;865,1
"da167c1228c1d3386493b2c6c7fc1842",7;55871775362503e-05,7;34001892833752e-05,1;02979540344824,0;000108499766275671,0;000125798819614736,0;81178837143833,0;741,1
"0a94f650125f10a11c6a63f3b1065355",7;55486017877468e-05,8;95495660626847e-05,0;843651232601873,7;94191541669452e-05,0;000118215164144195,0;811911583714505,0;672,1
"c11aa5127085459133ec1dff26999c6c",7;55482288967432e-05,7;60822115029109e-05,0;992981505195242,0;000104637731738504,0;00011055133964179,0;812034795382531,0;511,0;94732601299103
"293d7a13de8edf124055e47637c51c55",7;53315409116005e-05,9;08779630358794e-05,0;828930781402516,0;000130783938928706,5;69579326980039e-05,0;812157653653945,0;065,0;788887755102041
"c007f1fd4845b295287af75d04830d3d",7;51988471158476e-05,7;89123040899713e-05,0;952941977592115,8;71269368075639e-05,0;000125819779577762,0;81228029551494,0;512,0;94732601299103
"9db3c195c70942f027c05cdadba4b1a5",7;51341911163e-05,6;63522026201566e-05,1;13235413670315,0;000139395765580953,9;03313295217632e-05,0;812402831928413,0;183,0;890725501113586
"3be45cf793d6e2db025ee8febe7e5714",7;51175193283743e-05,8;40039182855996e-05,0;894214470722508,0;000117482522087064,8;22468921770913e-05,0;812525341151853,0;335,0;94732601299103
"3859ce30c306ada8544459e9fbf665c6",7;50275949443568e-05,0;000107597672221908,0;697297565969836,0;000132994329902175,5;75103065791921e-05,0;812647703717542,0;135,0;854920251836306
"997dbc7b37896b2d0fa00a53efa03e81",7;50203267065988e-05,8;77780258427948e-05,0;854659534505318,0;000107777822513353,8;51060777906741e-05,0;812770054429456,0;396,0;94732601299103
"bad36048553b5ab55dcc3b7f29c3c9fd",7;49236854609588e-05,6;17067235305166e-05,1;21418998083581,0;000107088127683108,0;000167522631342747,0;812892247529084,0;224,0;890725501113586
"e977c7754c378326e330fc15869849d0",7;48506602438604e-05,0;000125790782712887,0;595040897509194,0;000100279230063273,7;04236168154261e-05,0;813014321531826,0;443,0;94732601299103
"8374d865f816139e5045bf57e377cc9e",7;47505986206982e-05,9;50443400182201e-05,0;786481326572086,6;17872772177092e-05,0;000128266140569904,0;813136232343986,0;224,0;890725501113586
"95dd143b0d4cf746e81f07e7d58bba77",7;47182769810944e-05,9;13099735313531e-05,0;818292614611682,0;000109364737824867,8;17308203634462e-05,0;813258090442756,0;489,0;94732601299103
"4e7e85963171b005b0ed977b8a46fa4c",7;46742620892781e-05,7;89366918350565e-05,0;946001920695067,0;000120300639325683,8;59234163563199e-05,0;813379876757604,0;464,0;94732601299103
"643c1741f30ff3391285a9c5f4c8fb9a",7;46107554515794e-05,0;000178503819669271,0;417978481299824,0;000117542623114763,4;11982292005676e-05,0;813501559499425,0;269,0;890725501113586
"560a02c0d291d853bd69c128f8ccab23",7;45952964510584e-05,7;51219294931012e-05,0;992989623062183,8;25299241479688e-05,0;000139844827935289,0;81362321702915,0;313,0;931171085542772
"726b9ccbcd2fcbe34360dfc93fbf6497",7;4514233033079e-05,0;00022563731832227,0;330238958640046,0;00012942965260553,4;27084484277933e-05,0;81374474235248,0;373,0;94732601299103
"46afac20f702501206ce6f5e2358f9a1",7;44677924771963e-05,6;58984925331094e-05,1;13003787514231,0;000127527401891659,0;000113179097102744,0;813866191935869,0;293,0;913244758909853
"6299a020ceae2f61167f74e46b8a626c",7;44602923132419e-05,0;000146604090564946,0;507900509639982,8;39394280927133e-05,8;26651665096824e-05,0;813987629287235,0;785,1
"09e1bde8fc77b96e7716a01b6156dbb5",7;44575508968404e-05,8;37403110030479e-05,0;889148248973309,9;98888737938009e-05,9;86028181171152e-05,0;814109062167623,0;742,1
"8f9a2d7a86621a0c56121899602b8ac6",7;44340815471369e-05,6;97951877188744e-05,1;06646437927708,0;000161695161225138,7;92617769833278e-05,0;814230456771829,0;034,0;687748299319728
"9c9ae96df52b090a8eecc36304899da7",7;44323611432319e-05,6;13201759358375e-05,1;21383150011041,0;000154711775198647,0;000105700048208487,0;814351848570227,0;13,0;847708333333333
"6551c0f096fcbb4542c98019e8795140",7;44248867855426e-05,9;50931342744017e-05,0;782652579005141,8;08217842523378e-05,0;000103473631448587,0;814473228178689,0;405,0;94732601299103
"20915883ce0039ce060a6596400cc569",7;43359252519771e-05,8;20382917021457e-05,0;906112544637895,8;53353075405158e-05,0;000115849762605558,0;814594462699714,0;706,1
"e2b7fc6649c03d793313cf3b628efa16",7;43357566612916e-05,0;000134212217952922,0;553867284179496,8;25735619402187e-05,0;000125637494296792,0;814715696945784,0;992,1
"c818621a33e8bbc5494a641262389100",7;43173566994641e-05,7;97759321398135e-05,0;931576162209138,0;000105408365707948,9;80947323153165e-05,0;814836901183341,0;843,1
"c57a2e3401f2569e4a2b2d2b28a97b2e",7;42206190196776e-05,8;40366676277656e-05,0;883193266877651,9;44560619321309e-05,0;000106511134682289,0;814957947651337,0;911,1
"ea066628d2c7c8e76ad74b357d320462",7;41846861847599e-05,8;32142026556523e-05,0;89149068088464,8;93044621831985e-05,0;000110627112166119,0;815078935516444,0;706,1
"4127dd589bd99fd6254509753f90f24e",7;40798772810352e-05,9;175849568446e-05,0;807335350568321,0;000104043351258705,8;56882240606133e-05,0;815199752448624,0;654,1
"4b599a98ad2e60d8be47f84e8a0e3279",7;40117997052166e-05,9;57637512502967e-05,0;772858192571976,0;000111170554735466,7;47143141579304e-05,0;815320458353031,0;419,0;94732601299103
"48c7d63411bcbb3676e5838f059f75a4",7;39853579115592e-05,7;76971409201962e-05,0;952227547054152,0;000108919155497388,0;000103675341166303,0;815441121133494,0;635,1
"0d109019354a1165624d1099d2e220d6",7;39413204280919e-05,0;000136266592425358,0;542622510125468,0;000116369567813866,4;8193295287905e-05,0;81556171209319,0;24,0;890725501113586
"a889981116008a282865dd97b4073ff3",7;38378613182834e-05,6;36837248354696e-05,1;15944633435069,0;000146784696771989,9;44957138909829e-05,0;81568213432134,0;197,0;890725501113586
"f4726d77f142e859f704213dcceac962",7;38073762113066e-05,8;57417213185629e-05,0;860810525800902,0;00010749668175236,0;000141929104253467,0;815802506831303,0;482,0;94732601299103
"5e11c972d8ae33d58c0bb1564563e0e9",7;36860518881687e-05,7;57666951551383e-05,0;972538814544975,9;8856797854897e-05,0;000130673430662,0;81592268147333,0;854,1
"5caea827792cdf6aabe2c21be44f3b05",7;36076458609119e-05,7;09994789116238e-05,1;03673501537292,0;000116549910328185,0;000102680892998492,0;816042728242902,0;778,1
"8ed0c770d92018036521b699ee7b5d50",7;35992133747686e-05,5;92717032198402e-05,1;24172597338375,0;000145850576182846,0;000114014545983586,0;816162761259926,0;362,0;94732601299103
"6375a8223fd95a53d5cf295ef062a0fc",7;35098543467687e-05,7;42366648620263e-05,0;990209547847974,9;69014235725345e-05,0;000115028589980095,0;816282648541239,0;785,1
