"","average","sd","ratio","ava","avb","cumsum","p","padj"
"50fcf3f7be62f350690c5553656e45c9",2;35070926891339e-05,2;87978141415188e-05,0;816280450093014,3;28144369986613e-05,2;70284593631204e-05,0;959996956005277,0;702,1
"4f450975aa2f6a8ce6b043e0ac2242d3",2;35037026500542e-05,7;41250950299908e-05,0;317081585400258,1;56222103195858e-05,3;32206809287799e-05,0;960038720389027,1,1
"b5d2fba4c692025f5ec0fb0eb9141d59",2;34922820046918e-05,3;59547785498503e-05,0;65338413841488,3;63215426394003e-05,1;78775001129413e-05,0;960080464479115,0;242,1
"fcb036b8a28d8cbad5b3ba0e58e27941",2;347002662014e-05,4;37121882572798e-05,0;536921795861623,2;52932195081565e-05,2;75734714304829e-05,0;960122169022991,0;931,1
"eb04fdec71edaea0cf5d47f6929a1ca8",2;34689618660309e-05,4;08520498262953e-05,0;574486762985505,2;73263695057319e-05,2;62846600440279e-05,0;960163871674875,1,1
"0e968972532625b04be0b0e81d101f9f",2;34628814510661e-05,5;11782640203851e-05,0;458454031221545,2;02838210936875e-05,3;05060224542739e-05,0;9602055635223,0;683,1
"b8d662a1913b93cbfad6c9de426ec57e",2;34508651930416e-05,5;14230329799671e-05,0;456038157107095,2;11643513780341e-05,2;99075385421229e-05,0;960247234017703,0;805,1
"eed490c48d74f24da672289fb3b38491",2;34505534498703e-05,5;49674481790522e-05,0;426626198354377,2;85030949510234e-05,2;21120750792887e-05,0;960288903959159,1,1
"410874cd85d35eedcfbeabc49cd71cef",2;34448313640314e-05,9;0965617410233e-05,0;25773288888153,1;58743657340477e-05,3;21562016056202e-05,0;960330563732883,1,1
"dc6036cf6fca2abf03b0e30e2778d109",2;34320581245073e-05,2;62503875162587e-05,0;892636655744387,2;49217372977331e-05,3;64753043048941e-05,0;960372200809481,0;34,1
"ed2ea0ebe5d6ef3b00c66f88a0be8828",2;34268486771005e-05,4;6332476338649e-05,0;505624791255947,1;11058226241472e-05,3;8301294353629e-05,0;960413828629267,0;11,1
"5d6db3517375b1d8266ff85cd0866233",2;34196725457661e-05,5;60435849036921e-05,0;41788319904966,2;07697127723979e-05,2;95851618187222e-05,0;960455443697585,1,1
"1a5f1edda6585a7e97c6009b5dcab87a",2;34109873141335e-05,4;81550728846983e-05,0;486158278073597,1;94758884794711e-05,3;17626980494703e-05,0;960497043332874,0;664,1
"d68415bc11e6bb81a7fd018776f32271",2;33888187042187e-05,4;33368768283389e-05,0;539697837406784,1;97562889727275e-05,3;26368026704051e-05,0;960538603576142,0;675,1
"e328e8fb5613e62430c67d8f484f6e0d",2;33430697288935e-05,5;48238849894453e-05,0;425782845075417,1;13388326671769e-05,3;77986882328636e-05,0;960580082526782,0;352,1
"4afe87f2b95ec558168969e4365ae89a",2;33269362830478e-05,6;65852293105123e-05,0;350331995918576,3;01110789286509e-05,1;85501988993549e-05,0;960621532809453,0;611,1
"d8305434e3fe41ff8b3ddaa662e34c06",2;33256504693655e-05,4;79166004321969e-05,0;48679685660029,2;59899387670845e-05,2;53759803119441e-05,0;960662980807326,1,1
"988576f1ecd796834ad296c71279cea0",2;33212885831366e-05,4;49642356535084e-05,0;518663071754382,2;5067178795282e-05,2;69266737886468e-05,0;960704421054441,1,1
"06cc5e35402d5589adb89aa50f3570a3",2;32891988864266e-05,3;81175868161694e-05,0;610983035173342,1;28908836852323e-05,3;90909132714685e-05,0;960745804280481,0;128,1
"c37888d1804c5c567e86453deea67ce2",2;32852143101419e-05,2;29986067888979e-05,1;01246195145101,3;11160116324348e-05,3;80364130941167e-05,0;960787180426216,0;764,1
"e5240e086dd6f06aa906f4c007d403a3",2;32363245461782e-05,5;07784602718911e-05,0;457601991509005,1;20535176182249e-05,3;6877640865141e-05,0;960828469698369,0;203,1
"cb51aaa51ef63c787ceb1ddb13ce643b",2;32353568567506e-05,4;92070626027506e-05,0;47219556762268,3;51686332353305e-05,1;51328248612009e-05,0;960869757251007,0;433,1
"249110da20e7167a82878a5a93109182",2;32315820074421e-05,5;63383124886305e-05,0;412358499593512,2;9352259157687e-05,2;05496813928974e-05,0;96091103809601,1,1
"40b58609a7c16a1708d56b6b5a0b28be",2;32134992654034e-05,3;53936917628533e-05,0;655865441246981,2;45582935585035e-05,3;00410922739828e-05,0;960952286809285,0;692,1
"b78d4228fbe10c182e7bdc383af1feee",2;3212308168943e-05,4;57895004005215e-05,0;506935169982301,2;53384839558099e-05,2;61586350443324e-05,0;960993533406068,1,1
"5121772c8c89d8ddf9c251b96b996dd3",2;321131112149e-05,3;38456399887904e-05,0;685799149585516,3;96843199755983e-05,1;56398542051271e-05,0;961034778231169,0;186,1
"63a7cfae673962d70a43e4ace998686d",2;32104178909873e-05,5;04741956676604e-05,0;459847206755166,2;02986937568307e-05,3;01818807765101e-05,0;961076021469064,0;719,1
"46dafd03c8b024b4bc71831395e1cf76",2;31748427644679e-05,4;3374025565537e-05,0;534302326387745,1;4308532577664e-05,3;67654297607061e-05,0;961117201492527,0;291,1
"4b599a98ad2e60d8be47f84e8a0e3279",2;31737471374127e-05,4;20462088645354e-05,0;551149503444508,2;72771342429994e-05,2;46566891498616e-05,0;961158379569139,0;566,1
"f64c87bb014ce9dab832b67084b6a2dc",2;31660828704052e-05,3;8013268287822e-05,0;609420970988352,2;32108007772536e-05,3;04365416778756e-05,0;961199544026901,0;808,1
"c554be39938cea829fd5e8dfcb599889",2;31281189188263e-05,5;47682060399314e-05,0;422290971187985,2;27548040265073e-05,2;70765313334827e-05,0;961240641025461,1,1
"de5921a61a15dfff4ebdad7386f1b7b5",2;31196466796933e-05,7;07501430353645e-05,0;326778797721115,2;58820132705212e-05,2;25373450644403e-05,0;961281722969463,1,1
"ffffe5000530f72ead6822c108a73bfd",2;31019399656943e-05,5;13414087780293e-05,0;449967005494023,2;3006676432092e-05,2;71843720558398e-05,0;961322773449912,0;832,1
"6dae1f6d4fee4bbdda3acb7340d08eac",2;31014746939589e-05,2;54641725397948e-05,0;90721481948241,3;51602191058807e-05,2;73596443054705e-05,0;961363823103607,0;768,1
"0b61fd703732b89ed104e9c6b7a92904",2;3096054294148e-05,2;49369763063857e-05,0;926177015624531,2;99953552251702e-05,3;33835264964094e-05,0;961404863125642,0;48,1
"acfc329f8084b73cc25fd8c3760aee76",2;30834477949606e-05,2;68786140836775e-05,0;858803497944429,3;27238862674293e-05,2;9502412737532e-05,0;961445880746838,0;853,1
"04ae02c16f711447c1d796f9ba207b07",2;30747542299964e-05,2;7755767064238e-05,0;831349902043497,2;52471859271451e-05,3;48159272337775e-05,0;961486882920196,0;712,1
"3232805757f0f2946a81fc38eae14e11",2;30603389518126e-05,3;85523407079124e-05,0;598156649592995,1;9298168800724e-05,3;34502575547566e-05,0;961527859478645,0;561,1
"6f8d1906b8d24164bdd90766ea7efe40",2;30385297090155e-05,4;83946237780081e-05,0;476055559698035,1;89810042019528e-05,3;1928926763604e-05,0;961568797283643,0;832,1
"99e806cd1fb3c03c84dcec0e91cd7aed",2;30253682573265e-05,3;1027605357156e-05,0;742092984369355,2;38779422539608e-05,3;24052599491126e-05,0;961609711701691,0;476,1
"339e727508bdb5378980202d3d787436",2;29907232988428e-05,2;4617862728442e-05,0;933904114766257,2;84697707811143e-05,3;41447057617447e-05,0;961650564558148,0;401,1
"b0bffd57f4f53bd79e8f47547df7ca6e",2;29765570064741e-05,8;51102165987103e-05,0;26996238436106,4;3092875601792e-05,3;87362515017775e-06,0;961691392242125,0;232,1
"2d66b2dfaa4ada80b6f538f8f7d64304",2;29602180016861e-05,5;51705082592378e-05,0;416168324819477,3;40836626628248e-05,1;47959666756844e-05,0;96173219089287,0;419,1
"d0cdfd303529d97f301d794f065c0b62",2;29538885875709e-05,3;4897214539058e-05,0;657757041378767,1;94869765048135e-05,3;50420111919367e-05,0;961772978296702,0;549,1
"f54483455a179173f4bff3a9496e9b2d",2;29371533171459e-05,3;12511890975224e-05,0;73396097811089,2;43866191041648e-05,3;0983255737112e-05,0;961813735963166,0;414,1
"963e1f65618e2b8652736084d0702240",2;29315065470425e-05,2;76374642240048e-05,0;829725417685934,3;0894880009244e-05,3;0290551764319e-05,0;961854483595728,0;938,1
"657f9fb8e3c654fb1585426906427a54",2;29038627621415e-05,2;47248016439241e-05,0;926351729408914,3;3349823617589e-05,3;80440508979659e-05,0;961895182107278,0;753,1
"2b4937d7478c03f72a606d72d577c59f",2;28903108114893e-05,3;6498814511849e-05,0;627152172409823,3;31408397892323e-05,1;98303757869667e-05,0;961935856537989,0;524,1
"9a3d53f65d00305cb389a5389e142d48",2;28869698935182e-05,3;57918222618185e-05,0;639446902873489,1;48524561081648e-05,3;80113733727435e-05,0;961976525032131,0;22,1
"dc0386690fb683cb9cccd2bcfe0c2da0",2;28705059418465e-05,5;69375274261907e-05,0;401677188590495,1;40356959994652e-05,3;45124550841208e-05,0;962017164271018,0;433,1
"7c06f4eaf645fea8de446dde6d4c4fda",2;28467288374401e-05,6;62370845739623e-05,0;344923527120654,3;70642492981674e-05,1;03056660551971e-05,0;962057761259706,0;38,1
"832a2524b48db66e0b03f8270948d018",2;28047389059633e-05,4;62071725813837e-05,0;493532445981148,2;3309930349521e-05,2;76423221434399e-05,0;962098283635316,0;3,1
"4a506539c7fe42e83a82dd8c995ee3dc",2;279400468256e-05,3;52985862225425e-05,0;645748374704118,2;37456691145333e-05,2;95674824922281e-05,0;962138786936985,0;599,1
"b4bb8d73d3b21f0ddd48dcefcf96f616",2;27932843557633e-05,3;78855618715485e-05,0;601635114533717,1;66504269994352e-05,3;50347621097683e-05,0;962179288958686,0;363,1
"6eea705e101eb144a49288d1f0fbc0b5",2;27537072656959e-05,3;56735494291271e-05,0;637831324043067,2;42881350220716e-05,2;95120108648089e-05,0;962219720654753,1,1
"13b8bdad20cbfb128283a486f8e4a9d4",2;27522328342793e-05,3;36728431102138e-05,0;675684935774788,3;95010373526447e-05,1;50781672608895e-05,0;962260149730861,0;149,1
"d452d9154f955d41326e9b41c6a08690",2;27486246971343e-05,3;97015679028551e-05,0;57299058699136,3;26769805314893e-05,1;8637851002794e-05,0;962300572395571,0;46,1
"77c74ead9bf0ef22b73b977038d7d275",2;27351774961014e-05,3;81273094477926e-05,0;596296403427903,1;69869463410383e-05,3;44670500236356e-05,0;962340971165574,0;309,1
"1cb503a53c0d8cdc5a251fa531d50342",2;27035173271901e-05,5;61257814554801e-05,0;404511380303878,2;98848256848937e-05,1;8512691132231e-05,0;962381313677742,0;718,1
"8116c2db5991540bdfa747222a7a4b55",2;26825802411621e-05,3;28937299384494e-05,0;689571547027524,1;9100380799114e-05,3;47064578583969e-05,0;962421618986219,0;42,1
"f2301f3173d162d518b3ee1a6f448b29",2;26717223563901e-05,6;99607053631777e-05,0;324063661718352,2;24905750378381e-05,2;4773499727173e-05,0;962461905001017,1,1
"be6ff01d559e01223df2ef23cd79ae9f",2;26704558612359e-05,6;98488231522006e-05,0;324564607364064,1;602704199085e-05,3;1331174502342e-05,0;962502188765345,1,1
"199c6cff94d1675857ea768cd1efa825",2;26668705363201e-05,5;09525464704453e-05,0;444862369135325,2;35651986924866e-05,2;57179370843153e-05,0;96254246615881,1,1
"9c27be441391d9544f65fbdda1f15724",2;2642837813899e-05,4;11075444192727e-05,0;550819518260576,1;86535012640741e-05,3;19647005859345e-05,0;962582700847861,0;481,1
"6f8b814a1ffa931e31315cff7f3e8e37",2;26242181198506e-05,3;54950846221867e-05,0;637390172770824,3;00649871166799e-05,2;30414844178451e-05,0;962622902451059,0;91,1
"022c6aa00ab4dd12ae5e993818f489ca",2;26240528296942e-05,4;79658860622693e-05,0;471669652892967,1;74298140954542e-05,3;19476349765737e-05,0;962663103760548,0;554,1
"50982a69a6e12846fe467ca01177f0aa",2;26219489446036e-05,3;73289187941462e-05,0;606016720424036,2;5606348946716e-05,2;65936170043951e-05,0;962703301331585,0;781,1
"4fbc63feecfbc4f822f8ecc36a26ed78",2;25987564249927e-05,4;12999824357817e-05,0;547185618302188,3;97061536584608e-05,9;05970589259238e-06,0;962743457691188,0;093,1
"198700b8055e1e87f938d800ef0cceee",2;25481327600805e-05,2;41291449494871e-05,0;93447707356741,3;31958154787824e-05,3;43958140605017e-05,0;962783524096192,0;832,1
"346c0143c2f0c8e941277297b11e3960",2;25222606762025e-05,6;28436192336879e-05,0;358385798762673,3;80983250876077e-05,8;67129338344386e-06,0;962823544528369,0;343,1
"6846c3fb74eb9eb5064189e9f897b0b8",2;25056541009051e-05,4;44781406632709e-05,0;505993590678348,3;32014457279326e-05,1;5966486324572e-05,0;96286353545186,0;423,1
"d2014500e4603112affb3e3592b75d07",2;24983236253035e-05,6;55235906540951e-05,0;343362190635647,1;35805048850671e-05,3;36334967023338e-05,0;962903513349624,0;745,1
"34eac560e321961be3d160b5eeca5e70",2;24871520839051e-05,4;24664321690161e-05,0;529527698357291,1;85340720003563e-05,3;16036225248949e-05,0;962943471396366,0;604,1
"a34b02544d1f657d9ae03af7178f3ebb",2;24723063538575e-05,4;76362493808238e-05,0;471748020592566,3;89242305826137e-05,9;9525611111387e-06,0;962983403063317,0;166,1
"48daf26b5099d55a7853c53450966788",2;24686912611807e-05,2;39388324728409e-05,0;938587597647956,3;21117804595961e-05,3;05765152874315e-05,0;963023328306508,0;993,1
"1481f7140da561b814e299b2090d5c64",2;24522160406333e-05,2;9458679024311e-05,0;762159634588655,2;95030736096873e-05,2;68033153316205e-05,0;963063224274422,0;997,1
"a5b01f1f25ef5674cadc299fd387757a",2;24521420833601e-05,4;15806034656771e-05,0;539966720345782,3;06412184923869e-05,2;11297362637718e-05,0;963103120110919,1,1
"b33dc20bc689ce7b8b10ecc32b7ef9c5",2;24466860423706e-05,3;62097014974947e-05,0;61990806645903,0,4;48933720847412e-05,0;963143006252424,0;002,1
"903c32cb119e381fae4cef56cd403243",2;24066928714822e-05,7;08411144592669e-05,0;316295036329022,1;32162471731916e-05,3;31366216692079e-05,0;963182821328951,0;755,1
"30c24bc40fed365a61ee427bc9ad535d",2;23983167384338e-05,3;33786892122744e-05,0;671036438728612,2;43776577874947e-05,3;0083580004176e-05,0;963222621521693,0;569,1
"16152974bd1c48cbda2e088077a682bc",2;23892805501416e-05,4;31946586378888e-05,0;518334471348329,2;41671829569447e-05,2;58426755715808e-05,0;963262405657781,1,1
"245501e2a61b9c3602e01513923c92cb",2;23770951190825e-05,4;39328705397877e-05,0;509347439494462,1;69406511101123e-05,3;23310460907493e-05,0;963302168141237,0;383,1
"61655b5c45e2f652d2537ba6ef4e25ee",2;23642698941169e-05,6;24610063401798e-05,0;358051706248775,2;32143383381343e-05,2;40654385866133e-05,0;963341907835194,1,1
"8134e9e994711e87f9efeca205834c38",2;23556904930166e-05,5;04146554328237e-05,0;443436344076674,1;18093667449501e-05,3;58577257870079e-05,0;963381632284174,0;3,1
"e3a86c80e9e2f9ab9449b1bd9a99b862",2;23404366946063e-05,2;81463060583468e-05,0;793725352388872,1;32609928550971e-05,3;78632584761026e-05,0;963421329628255,0;013,1
"f25ebe1c230343ca05364940f40cdb32",2;23390151827327e-05,5;92922931762501e-05,0;376760856867663,1;17899039122831e-05,3;50311050174437e-05,0;963461024446412,0;602,1
"4d707d5b6cb68395f47f330172619c2c",2;23030218020032e-05,4;68209977268559e-05,0;47634657279442,2;7018035318136e-05,2;18774150099668e-05,0;963500655306928,0;441,1
"ab5df38b929b7bdcdf96f1f1199f24cf",2;23028033261201e-05,3;73175406439016e-05,0;597649334369113,2;64049550497832e-05,2;52192262651604e-05,0;963540285779229,0;94,1
"6ea6a0b362afb2722ffa4368a281a9d3",2;22581100881354e-05,2;82948922966351e-05,0;786647634307566,1;64735662515127e-05,3;65031079468315e-05,0;96357983683487,0;071,1
"c7b0d38c414a4685d61355a0bf569e4e",2;22454445904849e-05,5;99243104152639e-05,0;371225708503414,1;474048246733e-05,3;1875435764614e-05,0;963619365384836,0;618,1
"e59b8070f09b023300205fc86ccbf57c",2;22098018329629e-05,5;01956742117468e-05,0;442464458974542,1;06312477365168e-05,3;65895177007013e-05,0;963658830600193,0;274,1
"44d43f394711ffbeab6f731656b5acc2",2;22045371804122e-05,4;10144900311808e-05,0;541382744574697,2;28041894458373e-05,2;746327798466e-05,0;963698286460643,0;617,1
"ddcb4be06c4a7a356c4e53280d6469f6",2;21756280915197e-05,3;12484734485878e-05,0;709654765312125,3;42484691592694e-05,1;90835067584931e-05,0;963737690951727,0;438,1
"2ee10f25dd48096ab127738b2e15f97a",2;21696463919103e-05,3;59512336576479e-05,0;616658849680229,1;10875439305063e-05,3;85657282180801e-05,0;963777084813763,0;09,1
"94726f19ebf4b309156483baab91b3f4",2;21678550923144e-05,2;98545200657065e-05,0;742529273407357,2;36030160287717e-05,3;11228629450742e-05,0;963816475492789,0;832,1
"345e595a0d05e06f5cb7ddc514b9fd79",2;21611666917203e-05,2;59316700560965e-05,0;854598513855079,2;82087517105664e-05,3;17369724162658e-05,0;96385585428701,0;554,1
"00302fa1f841da5a81ad09be76ca7c3f",2;21544523938204e-05,4;55128728958138e-05,0;486773323330641,2;07903342226746e-05,2;78683413972628e-05,0;963895221150407,0;805,1
"9c90f48f39008b1af68562bed9146464",2;21432978170474e-05,2;58466198661926e-05,0;856719289860059,3;63305817222652e-05,2;07550903016763e-05,0;963934568192927,0;283,1
"07841f83c249a5049ddb6e63a4e1e9a1",2;21371549617257e-05,2;21719514451632e-05,0;998430607990297,3;7985098572631e-05,3;06167935368081e-05,0;963973904320036,0;888,1
"1b77ca1abc740418cbbe2e3c94c6dda8",2;21299440533394e-05,4;5753220126956e-05,0;483680580119459,1;38416445601389e-05,3;4390804524087e-05,0;964013227633881,0;318,1
"a11fd5222f0d9a2668a7a3eabeb6924e",2;21207143981308e-05,4;67710170265397e-05,0;47295773760016,1;89177562581961e-05,2;91072237897047e-05,0;964052534547294,0;557,1
"f3b550746255380c553d904507185955",2;21201648490908e-05,1;74533621423436e-05,1;26738703229134,4;91694592739604e-05,3;87430113451685e-05,0;964091840484199,0;569,1
"943f9ed620c3bf7d3a43110133c0ab85",2;20638786236922e-05,4;6541426410968e-05,0;474069669220379,2;44069510444998e-05,2;38351461852492e-05,0;964131046404542,0;877,1
"c801599cc85b1b21dcb7bb35b1280512",2;20630451929585e-05,2;06572633790232e-05,1;06805266448618,3;26816417509809e-05,3;86557840799836e-05,0;964170250843939,0;814,1
"f7f6b756ed880205c281a3be12bd2dae",2;20475344637766e-05,4;6029815018205e-05,0;478983772910161,1;57436842894015e-05,3;19570562640207e-05,0;96420942772189,0;249,1
"6862eb4e7917d8f60bf4f7de13490a2b",2;20374666526017e-05,3;26595929468481e-05,0;674762440807717,2;1711623113623e-05,2;97242736494101e-05,0;964248586710066,0;286,1
"4201c0a70a1c74f0f1a5aa7a327f0f4a",2;20309952866675e-05,2;75829588625498e-05,0;798717621138886,2;94141804674298e-05,2;66931342069568e-05,0;964287734199092,0;705,1
"53c463fb917774e44b2960ac2c5f0f1b",2;20011256996953e-05,2;10517791221936e-05,1;04509578843628,3;18773524111116e-05,3;49278713857129e-05,0;964326828612017,0;641,1
"c4fa6717d7810fa6776ce256b0a25231",2;19958610605103e-05,0;000118517198073358,0;185592145427667,0,4;39917221210206e-05,0;964365913670059,1,1
"d4cd0b2abc14b4718965c3f2933cd2a5",2;19849089836958e-05,3;35680155385274e-05,0;654936213267144,2;68247108485221e-05,2;58024382584817e-05,0;964404979267049,1,1
"007f6f64250509effa016dac479b5e74",2;19826654764938e-05,2;70592796607184e-05,0;812389160100436,3;01873207217405e-05,2;58503185398051e-05,0;96444404087749,0;824,1
"e0a30c359565b720e8b6172233552a69",2;19735480767567e-05,3;66096308369708e-05,0;600212227613244,1;89985484006383e-05,3;06805709712613e-05,0;964483086286969,0;253,1
"ae69011aa3fc595bcbbc36363704e7aa",2;1964073359211e-05,2;86983753167194e-05,0;765342048698309,2;11721232377902e-05,3;3410508027133e-05,0;964522114860558,0;555,1
"5ccdfd5c0d1a2fe859673f608990a1d7",2;19581433006962e-05,4;81152886673047e-05,0;456365199272247,2;33420616364322e-05,2;45723573588292e-05,0;964561132896862,1,1
"8df742d793fa35ed0e1cca32ddd42fcb",2;19367354129979e-05,2;97837099627689e-05,0;736534684242488,2;84744336780795e-05,2;46714358705418e-05,0;964600112892893,0;488,1
"74b812415f134eb4980bbdfc764466c7",2;19171536135327e-05,4;24448326873025e-05,0;516368005853615,2;52197928329489e-05,2;39887557605017e-05,0;96463905809348,0;973,1
"f2a7fe87a53801323a407fcd8d818041",2;18938478905383e-05,5;24824612995468e-05,0;41716503663153,1;68461490914684e-05,3;00992828109443e-05,0;964677961881479,0;595,1
"bae94a98fa616a08f6a6ef1a2fdfdfe2",2;18895395103219e-05,3;98659071023827e-05,0;54907917820873,1;56297665555215e-05,3;30947771394898e-05,0;964716858013797,0;357,1
"f4fad2e1f4dce369c282e0d4ea115c8a",2;18460485473973e-05,3;58072189622478e-05,0;610101794569133,2;39128175505113e-05,2;64829555567805e-05,0;964755676865812,0;768,1
"a837025ba2ece797081cbede1cac47b9",2;18364610428246e-05,4;36350108474654e-05,0;500434413071607,3;09466886047535e-05,1;70666268923072e-05,0;964794478681523,0;504,1
"957bb0fe38740142ff0c6f75351dbba7",2;18247384767723e-05,2;88314518413844e-05,0;756976741817952,2;21516460630402e-05,3;70018533119482e-05,0;964833259667079,0;5,1
